274	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
275	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
299	240
275	240
276	240
301	240
301	240
278	240
301	240
276	240
277	240
302	240
280	240
305	240
289	240
280	240
280	240
280	240
289	240
280	240
280	240
280	240
280	240
302	240
280	240
280	240
280	240
280	240
280	240
280	240
280	240
280	240
280	240
280	240
280	240
280	240
280	240
280	240
280	240
280	240
280	240
302	240
302	240
300	240
300	240
300	240
302	240
302	240
302	240
302	240
302	240
280	240
277	240
277	240
302	240
276	240
276	240
276	240
276	240
301	240
301	240
301	240
275	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
275	240
275	240
275	240
299	240
301	240
276	240
276	240
276	240
276	240
276	240
301	240
274	240
301	240
301	240
276	240
302	240
277	240
280	240
280	240
280	240
305	240
305	240
305	240
305	240
305	240
305	240
305	240
305	240
305	240
305	240
305	240
305	240
305	240
280	240
280	240
280	240
280	240
302	240
302	240
302	240
302	240
302	240
302	240
302	240
280	240
302	240
302	240
302	240
302	240
303	240
303	240
303	240
303	240
280	240
277	240
277	240
276	240
276	240
276	240
301	240
274	240
274	240
301	240
274	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
297	240
297	240
297	240
275	240
274	240
272	240
272	240
272	240
272	240
272	240
272	240
272	240
272	240
272	240
272	240
272	240
272	240
272	240
272	240
272	240
272	240
272	240
272	240
272	240
272	240
272	240
272	240
272	240
272	240
270	240
279	240
279	240
279	240
272	240
272	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
275	240
299	240
299	240
274	240
301	240
301	240
301	240
301	240
302	240
302	240
302	240
302	240
302	240
301	240
276	240
276	240
301	240
301	240
301	240
301	240
301	240
301	240
301	240
301	240
301	240
301	240
301	240
301	240
301	240
301	240
301	240
301	240
301	240
301	240
301	240
301	240
301	240
301	240
301	240
301	240
301	240
276	240
276	240
276	240
276	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
301	240
301	240
301	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
275	240
275	240
275	240
275	240
275	240
275	240
275	240
275	240
275	240
275	240
274	240
272	240
272	240
272	240
272	240
272	240
272	240
272	240
272	240
270	240
272	240
272	240
272	240
272	240
279	240
272	240
272	240
272	240
272	240
272	240
272	240
272	240
274	240
272	240
274	240
274	240
274	240
275	240
275	240
275	240
303	240
274	240
274	240
275	240
274	240
276	240
302	240
276	240
276	240
302	240
276	240
276	240
276	240
276	240
276	240
276	240
301	240
301	240
301	240
302	240
301	240
301	240
301	240
301	240
301	240
301	240
301	240
301	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
301	240
301	240
301	240
274	240
274	240
301	240
301	240
301	240
301	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
276	240
301	240
274	240
301	240
301	240
276	240
276	240
276	240
276	240
276	240
276	240
302	240
302	240
276	240
276	240
276	240
276	240
301	240
276	240
276	240
276	240
301	240
301	240
301	240
301	240
301	240
301	240
302	240
302	240
302	240
301	240
302	240
302	240
301	240
302	240
302	240
301	240
301	240
301	240
301	240
301	240
301	240
301	240
301	240
301	240
301	240
301	240
274	240
274	240
274	240
276	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
274	240
301	240
301	240
301	240
301	240
274	240
274	240
274	240
274	240
303	240
303	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
299	240
