-26	240
7	240
7	240
7	240
7	240
7	240
7	240
-24	240
7	240
7	240
-24	240
7	240
7	240
8	240
-29	240
-31	240
-31	240
-31	240
4	240
-29	240
-29	240
-29	240
-29	240
-29	240
-27	240
-26	240
7	240
-13	240
-5	240
5	240
27	240
28	240
27	240
28	240
-5	240
-5	240
-5	240
-9	240
-11	240
18	240
14	240
11	240
11	240
13	240
13	240
-18	240
13	240
14	240
-18	240
-15	240
-17	240
16	240
7	240
29	240
28	240
27	240
27	240
27	240
27	240
27	240
28	240
28	240
-5	240
-7	240
20	240
18	240
10	240
-65	240
-65	240
-65	240
-56	240
-67	240
