36	240
36	240
36	240
36	240
36	240
36	240
36	240
36	240
36	240
36	240
36	240
36	240
36	240
36	240
36	240
36	240
36	240
36	240
36	240
36	240
36	240
36	240
29	240
19	240
29	240
30	240
17	240
17	240
17	240
23	240
23	240
23	240
23	240
23	240
23	240
23	240
23	240
23	240
23	240
23	240
23	240
23	240
17	240
17	240
17	240
17	240
17	240
17	240
14	240
15	240
19	240
31	240
25	240
23	240
19	240
19	240
19	240
19	240
19	240
19	240
19	240
19	240
19	240
19	240
19	240
19	240
17	240
17	240
17	240
17	240
17	240
23	240
23	240
17	240
17	240
31	240
29	240
29	240
36	240
34	240
39	240
39	240
39	240
41	240
41	240
41	240
41	240
41	240
41	240
41	240
41	240
41	240
41	240
41	240
41	240
41	240
41	240
41	240
41	240
41	240
39	240
34	240
36	240
29	240
33	240
33	240
21	240
18	240
18	240
18	240
18	240
18	240
18	240
18	240
18	240
18	240
23	240
29	240
33	240
33	240
25	240
27	240
28	240
11	240
11	240
15	240
11	240
11	240
11	240
11	240
11	240
11	240
22	240
22	240
22	240
22	240
11	240
22	240
11	240
11	240
22	240
28	240
14	240
22	240
31	240
31	240
31	240
31	240
25	240
25	240
25	240
25	240
25	240
25	240
25	240
25	240
25	240
25	240
25	240
31	240
31	240
25	240
33	240
36	240
34	240
41	240
39	240
15	240
39	240
39	240
39	240
39	240
39	240
39	240
39	240
34	240
30	240
34	240
34	240
34	240
34	240
34	240
39	240
34	240
29	240
31	240
27	240
29	240
29	240
29	240
29	240
29	240
27	240
27	240
27	240
27	240
27	240
27	240
27	240
27	240
27	240
27	240
27	240
27	240
29	240
22	240
28	240
15	240
4	240
10	240
10	240
4	240
4	240
4	240
4	240
4	240
4	240
4	240
4	240
4	240
4	240
4	240
4	240
4	240
4	240
4	240
4	240
4	240
19	240
15	240
8	240
17	240
27	240
30	240
30	240
30	240
30	240
30	240
30	240
30	240
30	240
30	240
30	240
30	240
30	240
30	240
30	240
30	240
30	240
30	240
30	240
30	240
27	240
22	240
13	240
18	240
36	240
15	240
15	240
15	240
15	240
15	240
15	240
15	240
15	240
15	240
15	240
15	240
15	240
15	240
15	240
15	240
32	240
33	240
31	240
29	240
29	240
27	240
27	240
29	240
29	240
11	240
11	240
31	240
31	240
31	240
31	240
31	240
31	240
31	240
31	240
31	240
31	240
29	240
22	240
11	240
15	240
25	240
25	240
25	240
25	240
25	240
25	240
15	240
25	240
25	240
25	240
25	240
25	240
25	240
15	240
10	240
15	240
8	240
26	240
22	240
22	240
22	240
14	240
29	240
31	240
31	240
31	240
31	240
31	240
31	240
31	240
31	240
31	240
31	240
31	240
31	240
31	240
31	240
29	240
25	240
33	240
39	240
39	240
39	240
39	240
39	240
39	240
39	240
39	240
39	240
39	240
39	240
39	240
39	240
39	240
39	240
39	240
41	240
39	240
39	240
39	240
29	240
31	240
31	240
31	240
31	240
33	240
33	240
33	240
